Date,Watch Hours,In Cycle
Overall Average,2.43 Hours
Overall Cycle Average,2.82 Hours
2024-05 - Average 4.85 Hours
2024-05-30,6.39,No,-4.85
2024-05-31,3.32,Yes,-2.82
2024-06 - Average 2.98 Hours
2024-06-01,2.93,Yes,-2.82
2024-06-02,6.29,Yes,-2.82
2024-06-03,7.13,Yes,-2.82
2024-06-04,1.54,Yes,-2.82
2024-06-05,2.05,No,-2.98
2024-06-06,1.40,No,-2.98
2024-06-07,1.49,No,-2.98
2024-06-08,2.53,No,-2.98
2024-06-09,1.21,No,-2.98
2024-06-10,1.17,No,-2.98
2024-06-11,0.16,No,-2.98
2024-06-12,3.06,No,-2.98
2024-06-13,2.87,No,-2.98
2024-06-14,3.38,No,-2.98
2024-06-15,3.10,No,-2.98
2024-06-16,3.51,No,-2.98
2024-06-17,2.42,No,-2.98
2024-06-18,1.10,No,-2.98
2024-06-19,3.65,No,-2.98
2024-06-20,3.67,No,-2.98
2024-06-21,4.67,No,-2.98
2024-06-22,3.50,No,-2.98
2024-06-23,2.40,No,-2.98
2024-06-24,2.70,No,-2.98
2024-06-25,3.56,No,-2.98
2024-06-26,2.83,No,-2.98
2024-06-27,2.62,No,-2.98
2024-06-28,5.38,No,-2.98
2024-06-29,4.57,No,-2.98
2024-06-30,2.55,No,-2.98
2024-07 - Average 2.57 Hours
2024-07-01,3.52,No,-2.57
2024-07-02,4.54,Yes,-2.82
2024-07-03,3.14,Yes,-2.82
2024-07-04,3.59,Yes,-2.82
2024-07-05,1.16,Yes,-2.82
2024-07-06,2.39,Yes,-2.82
2024-07-07,3.95,No,-2.57
2024-07-08,3.37,No,-2.57
2024-07-09,0.39,No,-2.57
2024-07-10,0.97,No,-2.57
2024-07-11,2.81,No,-2.57
2024-07-12,1.73,No,-2.57
2024-07-13,3.93,No,-2.57
2024-07-14,5.39,No,-2.57
2024-07-15,2.48,No,-2.57
2024-07-16,2.11,No,-2.57
2024-07-17,3.79,No,-2.57
2024-07-18,2.14,No,-2.57
2024-07-19,2.78,No,-2.57
2024-07-20,2.50,No,-2.57
2024-07-21,4.02,No,-2.57
2024-07-22,2.89,No,-2.57
2024-07-23,1.06,No,-2.57
2024-07-24,0.02,No,-2.57
2024-07-26,0.01,No,-2.57
2024-07-27,0.30,No,-2.57
2024-07-28,0.26,No,-2.57
2024-07-29,1.86,No,-2.57
2024-07-30,5.19,No,-2.57
2024-07-31,4.92,No,-2.57
2024-08 - Average 3.85 Hours
2024-08-01,4.35,No,-3.85
2024-08-02,5.17,Yes,-2.82
2024-08-03,0.85,Yes,-2.82
2024-08-04,3.25,Yes,-2.82
2024-08-05,5.33,Yes,-2.82
2024-08-06,4.20,Yes,-2.82
2024-08-07,6.07,Yes,-2.82
2024-08-08,4.01,Yes,-2.82
2024-08-09,2.81,No,-3.85
2024-08-10,3.47,No,-3.85
2024-08-11,3.10,No,-3.85
2024-08-12,1.99,No,-3.85
2024-08-13,3.47,No,-3.85
2024-08-14,3.23,No,-3.85
2024-08-15,3.18,No,-3.85
2024-08-16,2.73,No,-3.85
2024-08-17,1.95,No,-3.85
2024-08-18,4.07,No,-3.85
2024-08-19,1.83,No,-3.85
2024-08-20,6.01,No,-3.85
2024-08-21,11.86,No,-3.85
2024-08-22,5.51,No,-3.85
2024-08-23,2.55,No,-3.85
2024-08-24,1.21,No,-3.85
2024-08-25,4.38,No,-3.85
2024-08-26,3.62,No,-3.85
2024-08-27,4.28,No,-3.85
2024-08-28,5.64,No,-3.85
2024-08-29,2.92,No,-3.85
2024-08-30,4.83,No,-3.85
2024-08-31,1.53,No,-3.85
2024-09 - Average 1.89 Hours
2024-09-01,3.02,Yes,-2.82
2024-09-02,3.72,Yes,-2.82
2024-09-03,2.67,Yes,-2.82
2024-09-04,3.87,Yes,-2.82
2024-09-05,4.70,Yes,-2.82
2024-09-06,2.09,Yes,-2.82
2024-09-07,2.28,Yes,-2.82
2024-09-08,2.56,No,-1.89
2024-09-09,2.11,No,-1.89
2024-09-10,4.69,No,-1.89
2024-09-11,3.01,No,-1.89
2024-09-12,3.50,No,-1.89
2024-09-13,1.39,No,-1.89
2024-09-14,0.87,No,-1.89
2024-09-15,0.85,No,-1.89
2024-09-16,0.44,No,-1.89
2024-09-17,0.51,No,-1.89
2024-09-18,2.28,No,-1.89
2024-09-19,0.24,No,-1.89
2024-09-20,0.10,No,-1.89
2024-09-21,0.81,No,-1.89
2024-09-22,1.26,No,-1.89
2024-09-23,2.53,No,-1.89
2024-09-24,0.82,No,-1.89
2024-09-25,1.21,No,-1.89
2024-09-26,1.37,No,-1.89
2024-09-27,0.69,No,-1.89
2024-09-28,1.50,No,-1.89
2024-09-29,0.88,No,-1.89
2024-09-30,0.60,Yes,-2.82
2024-10 - Average 1.39 Hours
2024-10-01,2.21,Yes,-2.82
2024-10-02,0.43,Yes,-2.82
2024-10-03,0.68,Yes,-2.82
2024-10-04,1.96,Yes,-2.82
2024-10-05,1.16,Yes,-2.82
2024-10-06,0.77,No,-1.39
2024-10-07,1.70,No,-1.39
2024-10-08,1.29,No,-1.39
2024-10-09,0.03,No,-1.39
2024-10-10,0.86,No,-1.39
2024-10-11,0.31,No,-1.39
2024-10-12,6.31,No,-1.39
2024-10-13,1.41,No,-1.39
2024-10-14,1.25,No,-1.39
2024-10-15,1.19,No,-1.39
2024-10-16,0.27,No,-1.39
2024-10-17,0.30,No,-1.39
2024-10-18,2.70,No,-1.39
2024-10-19,0.68,No,-1.39
2024-10-20,0.01,No,-1.39
2024-10-21,1.28,No,-1.39
2024-10-22,2.28,No,-1.39
2024-10-23,0.93,No,-1.39
2024-10-24,0.46,No,-1.39
2024-10-25,1.42,No,-1.39
2024-10-26,1.17,No,-1.39
2024-10-27,1.97,No,-1.39
2024-10-28,2.58,No,-1.39
2024-10-29,2.13,No,-1.39
2024-10-30,0.95,Yes,-2.82
2024-10-31,2.26,Yes,-2.82
2024-11 - Average 1.59 Hours
2024-11-01,0.71,Yes,-2.82
2024-11-02,1.95,Yes,-2.82
2024-11-03,0.11,Yes,-2.82
2024-11-04,1.19,Yes,-2.82
2024-11-05,2.79,No,-1.59
2024-11-06,0.39,No,-1.59
2024-11-07,0.75,No,-1.59
2024-11-08,0.72,No,-1.59
2024-11-09,2.50,No,-1.59
2024-11-10,1.09,No,-1.59
2024-11-11,1.37,No,-1.59
2024-11-12,0.79,No,-1.59
2024-11-13,0.50,No,-1.59
2024-11-14,1.21,No,-1.59
2024-11-15,5.59,No,-1.59
2024-11-16,2.17,No,-1.59
2024-11-17,0.97,No,-1.59
2024-11-18,2.01,No,-1.59
2024-11-19,1.29,No,-1.59
2024-11-20,0.72,No,-1.59
2024-11-21,0.93,No,-1.59
2024-11-22,1.48,No,-1.59
2024-11-23,2.57,No,-1.59
2024-11-24,4.33,No,-1.59
2024-11-25,1.58,No,-1.59
